title,pubDate,guid,link,description,Label,results
Chancellor breaks pledge on energy bills,"Fri, 29 Apr 2022 23:32:45 GMT",https://www.bbc.co.uk/news/business-61270840,https://www.bbc.co.uk/news/business-61270840?at_medium=RSS&at_campaign=KARANGA,"Rishi Sunak said a Â£150 council tax rebate would be paid ""in April"" but guidance now says ""from April"".",0,0
British Virgin Islands: UK Minister dispatched for governance talks,"Sat, 30 Apr 2022 01:56:04 GMT",https://www.bbc.co.uk/news/uk-61280587,https://www.bbc.co.uk/news/uk-61280587?at_medium=RSS&at_campaign=KARANGA,British overseas territory minister Amanda Milling will meet with officials over home rule recommendations.,0,0
"Ukraine war: Two UK aid workers captured by Russia, says NGO","Fri, 29 Apr 2022 17:29:28 GMT",https://www.bbc.co.uk/news/uk-61268817,https://www.bbc.co.uk/news/uk-61268817?at_medium=RSS&at_campaign=KARANGA,"Paul Urey and Dylan Healy were detained at a Russian checkpoint, according to an aid organisation.",1,1
Menopause: HRT rationed amid continuing shortage in UK,"Fri, 29 Apr 2022 17:19:23 GMT",https://www.bbc.co.uk/news/health-61278325,https://www.bbc.co.uk/news/health-61278325?at_medium=RSS&at_campaign=KARANGA,Officials say women will only be be able to get three months' worth of certain HRT products at a time.,1,1
Ecuador declares emergency over gang crime,"Sat, 30 Apr 2022 03:42:22 GMT",https://www.bbc.co.uk/news/world-latin-america-61281422,https://www.bbc.co.uk/news/world-latin-america-61281422?at_medium=RSS&at_campaign=KARANGA,"A curfew is imposed and thousands of police and soldiers are deployed to restore ""peace and order"".",1,1
"All-party groups: Foreign influence could be next scandal, MPs warn","Fri, 29 Apr 2022 21:37:43 GMT",https://www.bbc.co.uk/news/uk-politics-61271058,https://www.bbc.co.uk/news/uk-politics-61271058?at_medium=RSS&at_campaign=KARANGA,"Parliamentary groups are at risk of giving ""improper access"" to hostile states, a report warns.",1,1
Met PC who went on Nigerian Big Brother gets written warning,"Fri, 29 Apr 2022 20:49:37 GMT",https://www.bbc.co.uk/news/uk-england-london-61277417,https://www.bbc.co.uk/news/uk-england-london-61277417?at_medium=RSS&at_campaign=KARANGA,"Khafilat Kareem, a Met Police officer, went on the Nigerian version of the TV show without permission.",0,0
The Papers: MP 'refuses to quit' and Becker 'to serve time',"Sat, 30 Apr 2022 04:49:50 GMT",https://www.bbc.co.uk/news/blogs-the-papers-61280198,https://www.bbc.co.uk/news/blogs-the-papers-61280198?at_medium=RSS&at_campaign=KARANGA,A Tory MP's suspension over pornography claims and tennis star Boris Becker's jail sentence lead the papers.,0,0
James Corden: How his viral success divided the internet,"Fri, 29 Apr 2022 23:03:19 GMT",https://www.bbc.co.uk/news/entertainment-arts-61271576,https://www.bbc.co.uk/news/entertainment-arts-61271576?at_medium=RSS&at_campaign=KARANGA,The host is credited with reinventing late night US TV but also courted controversy - so what's next?,1,1
Week in pictures: 23 - 29 April 2022,"Fri, 29 Apr 2022 23:05:49 GMT",https://www.bbc.co.uk/news/in-pictures-61260550,https://www.bbc.co.uk/news/in-pictures-61260550?at_medium=RSS&at_campaign=KARANGA,"A selection of powerful images from all over the globe, taken in the past seven days.",1,1
Meet the mechanics at London's all-female garage,"Fri, 29 Apr 2022 23:01:05 GMT",https://www.bbc.co.uk/news/uk-england-london-61249974,https://www.bbc.co.uk/news/uk-england-london-61249974?at_medium=RSS&at_campaign=KARANGA,When two women started Spanners with Manners they did not expect a surge of women to apply for work.,0,0
Covid-19 in the UK: How many coronavirus cases are there in my area?,"Fri, 29 Apr 2022 16:18:48 GMT",https://www.bbc.co.uk/news/uk-51768274,https://www.bbc.co.uk/news/uk-51768274?at_medium=RSS&at_campaign=KARANGA,Explore the data on coronavirus in the UK and find out how many cases there are in your area.,1,1
Shanghai lockdown: Residents protest after five weeks of strict zero-Covid measures,"Fri, 29 Apr 2022 10:22:33 GMT",https://www.bbc.co.uk/news/world-asia-china-61270616,https://www.bbc.co.uk/news/world-asia-china-61270616?at_medium=RSS&at_campaign=KARANGA,"Some residents have been under strict lockdown for five weeks, and struggled to access food supplies.",0,0
Boris Becker: How a tennis superstar crashed to earth,"Fri, 29 Apr 2022 18:31:30 GMT",https://www.bbc.co.uk/news/uk-61276176,https://www.bbc.co.uk/news/uk-61276176?at_medium=RSS&at_campaign=KARANGA,Boris Becker has been jailed. How did the former golden boy of tennis come to this?,1,1
The impact of miscarriage on families around the world,"Fri, 29 Apr 2022 23:08:27 GMT",https://www.bbc.co.uk/news/health-61184400,https://www.bbc.co.uk/news/health-61184400?at_medium=RSS&at_campaign=KARANGA,"The grief is universal, but the care women receive during pregnancy loss can depend on where they live.",1,1
Anxious wait for Sue Gray report continues in Westminster,"Fri, 29 Apr 2022 23:56:27 GMT",https://www.bbc.co.uk/news/uk-politics-61262219,https://www.bbc.co.uk/news/uk-politics-61262219?at_medium=RSS&at_campaign=KARANGA,Boris Johnson's critics and supporters await more twists and turns in the story about lockdown parties.,0,0
What are France's accusations over a mass grave found in Mali?,"Fri, 29 Apr 2022 23:12:32 GMT",https://www.bbc.co.uk/news/61257796,https://www.bbc.co.uk/news/61257796?at_medium=RSS&at_campaign=KARANGA,France alleges its forces in Mali are the victim of smear campaign involving a Russian mercenary group.,1,1
Staring on public transport: 'His eyes were glued on me',"Fri, 29 Apr 2022 23:16:06 GMT",https://www.bbc.co.uk/news/uk-61263393,https://www.bbc.co.uk/news/uk-61263393?at_medium=RSS&at_campaign=KARANGA,A British poster campaign is highlighting that intrusive staring is a form of sexual harassment.,1,1
'Rise in Muslim families' seeking Ramadan food help,"Fri, 29 Apr 2022 23:20:25 GMT",https://www.bbc.co.uk/news/uk-61215836,https://www.bbc.co.uk/news/uk-61215836?at_medium=RSS&at_campaign=KARANGA,Some Muslims have been struggling to afford food to break their fasts amid the soaring cost of living.,0,0
Dexter Jackson: How it feels to be pardoned by the US president,"Fri, 29 Apr 2022 19:59:59 GMT",https://www.bbc.co.uk/news/world-us-canada-61263360,https://www.bbc.co.uk/news/world-us-canada-61263360?at_medium=RSS&at_campaign=KARANGA,"Dexter Jackson knew he had ""a one in a million chance"" of being pardoned - but ""never lost faith"".",1,1
Depp v Heard: What you might have missed this week,"Fri, 29 Apr 2022 15:08:52 GMT",https://www.bbc.co.uk/news/world-us-canada-61263794,https://www.bbc.co.uk/news/world-us-canada-61263794?at_medium=RSS&at_campaign=KARANGA,"The court hears evidence of personality disorders, drug abuse and a relationship with Elon Musk.",0,0
"Koko was gutted by fire, now it's changing the face of live music","Fri, 29 Apr 2022 01:13:03 GMT",https://www.bbc.co.uk/news/entertainment-arts-61179023,https://www.bbc.co.uk/news/entertainment-arts-61179023?at_medium=RSS&at_campaign=KARANGA,"The club, where Madonna played her first UK gig was gutted by fire. Now it's rewriting the rules of live music.",1,1
Three-time Wimbledon champion Becker jailed over bankruptcy,"Fri, 29 Apr 2022 17:52:04 GMT",https://www.bbc.co.uk/news/uk-61276378,https://www.bbc.co.uk/news/uk-61276378?at_medium=RSS&at_campaign=KARANGA,Ex-Wimbledon star sentenced to two and a half years for hiding assets to avoid paying debts.,1,1
Chelsea: Todd Boehly set to be preferred bidder despite late offer from Sir Jim Ratcliffe,"Fri, 29 Apr 2022 17:09:10 GMT",https://www.bbc.co.uk/sport/football/61267010,https://www.bbc.co.uk/sport/football/61267010?at_medium=RSS&at_campaign=KARANGA,A consortium led by the owner of the LA Dodgers is set to become the preferred bidder for Chelsea despite a late offer from Sir Jim Ratcliffe.,1,1
World Snooker Championship 2022: Mark Williams closes in on Judd Trump after stunning fightback,"Fri, 29 Apr 2022 21:14:53 GMT",https://www.bbc.co.uk/sport/snooker/61266925,https://www.bbc.co.uk/sport/snooker/61266925?at_medium=RSS&at_campaign=KARANGA,Mark Williams produces a scintillating potting display to battle back to 13-11 down in his World Championship semi-final against Judd Trump.,0,0
Watch champion Katie Taylor's most dramatic wins,"Sat, 30 Apr 2022 04:57:28 GMT",https://www.bbc.co.uk/sport/av/boxing/61274312,https://www.bbc.co.uk/sport/av/boxing/61274312?at_medium=RSS&at_campaign=KARANGA,Here are some of undisputed lightweight champion Katie Taylor's most dramatic winning moments in the boxing ring.,1,1
Premiership: Northampton Saints 32-31 Harlequins - James Grayson penalty seals dramatic win,"Fri, 29 Apr 2022 21:20:34 GMT",https://www.bbc.co.uk/sport/rugby-union/61258979,https://www.bbc.co.uk/sport/rugby-union/61258979?at_medium=RSS&at_campaign=KARANGA,James Grayson's late penalty helps Northampton beat Harlequins to give Saints a great chance of making the Premiership play-offs.,1,1
James Anderson says he would love to play for Ben Stokes' England side,"Fri, 29 Apr 2022 21:18:40 GMT",https://www.bbc.co.uk/sport/cricket/61278543,https://www.bbc.co.uk/sport/cricket/61278543?at_medium=RSS&at_campaign=KARANGA,James Anderson says he would love to return to the England team under new captain Ben Stokes.,0,0
Queens Park Rangers 1-3 Sheffield United: Blades recover for deserved victory,"Fri, 29 Apr 2022 21:13:39 GMT",https://www.bbc.co.uk/sport/football/61185116,https://www.bbc.co.uk/sport/football/61185116?at_medium=RSS&at_campaign=KARANGA,A roaring second half sees Sheffield United recover to beat QPR and keep their bid for a Championship play-off place in their hands.,1,1
Clearing bombs with their hands: The bomb disposal unit saving a city,"Fri, 29 Apr 2022 23:00:29 GMT",https://www.bbc.co.uk/news/world-europe-61278445,https://www.bbc.co.uk/news/world-europe-61278445?at_medium=RSS&at_campaign=KARANGA,"As the city of Mykolaiv is shelled, the pieces of artillery left behind can be just as fatal.",1,1
Ukraine - the narrative the West doesn't hear,"Fri, 29 Apr 2022 23:24:28 GMT",https://www.bbc.co.uk/news/world-europe-61272203,https://www.bbc.co.uk/news/world-europe-61272203?at_medium=RSS&at_campaign=KARANGA,Why it would be naive of the West and Nato to think the whole world shares its view of what Russia is doing.,1,1
Ukraine launches hunt for Russian soldiers accused of Bucha war crimes,"Fri, 29 Apr 2022 12:23:51 GMT",https://www.bbc.co.uk/news/world-europe-61269480,https://www.bbc.co.uk/news/world-europe-61269480?at_medium=RSS&at_campaign=KARANGA,"The 10 Russian soldiers are wanted for alleged war crimes - but at home, they have been hailed as heroes.",0,0
Why has Russia invaded Ukraine and what does Putin want?,"Fri, 29 Apr 2022 20:04:51 GMT",https://www.bbc.co.uk/news/world-europe-56720589,https://www.bbc.co.uk/news/world-europe-56720589?at_medium=RSS&at_campaign=KARANGA,"More than two months after Russia's leader unleashed war on Ukraine, there is no sign yet of when it will end.",1,1
Ukraine round-up: US outrage and one man's terrifying journey,"Fri, 29 Apr 2022 20:46:05 GMT",https://www.bbc.co.uk/news/world-europe-61275003,https://www.bbc.co.uk/news/world-europe-61275003?at_medium=RSS&at_campaign=KARANGA,"Washington accuses Russia of ""brutality"" - and one man shares his harrowing story of imprisonment.",0,0
Ukraine war: Russian strike on Kyiv kills reporter Vira Hyrych,"Fri, 29 Apr 2022 15:10:18 GMT",https://www.bbc.co.uk/news/world-europe-61274997,https://www.bbc.co.uk/news/world-europe-61274997?at_medium=RSS&at_campaign=KARANGA,"Vira Hyrych, who worked for Radio Liberty, died after her residential building was hit on Thursday.",1,1
Mysterious Zamestim artwork in St Petersburg signals Russia's anti-West defiance,"Thu, 28 Apr 2022 18:28:47 GMT",https://www.bbc.co.uk/news/world-europe-61262292,https://www.bbc.co.uk/news/world-europe-61262292?at_medium=RSS&at_campaign=KARANGA,"While some Russians accept the Kremlinâs parallel reality on Ukraine, others take risks to protest.",0,0
Mariupol civilians leave besieged Azovstal steelworks,"Sat, 30 Apr 2022 20:04:09 GMT",https://www.bbc.co.uk/news/world-europe-61285178,https://www.bbc.co.uk/news/world-europe-61285178?at_medium=RSS&at_campaign=KARANGA,"Despite an order from Vladimir Putin to completely seal off the area, 20 civilians escape Azovstal.",1,1
Westminster reform: Lindsay Hoyle and Andrea Leadsom call for urgent changes,"Sun, 01 May 2022 00:39:58 GMT",https://www.bbc.co.uk/news/uk-politics-61287794,https://www.bbc.co.uk/news/uk-politics-61287794?at_medium=RSS&at_campaign=KARANGA,Sir Lindsay Hoyle and Dame Andrea Leadsom lead calls for a transformation of how parliament operates.,0,0
People with Covid in Scotland no longer need to self-isolate,"Sat, 30 Apr 2022 23:15:16 GMT",https://www.bbc.co.uk/news/uk-scotland-61272252,https://www.bbc.co.uk/news/uk-scotland-61272252?at_medium=RSS&at_campaign=KARANGA,"Public health advice has changed to a ""stay at home"" message for people who are unwell.",0,0
Paul Rusesabagina: Hotel Rwanda hero's family files $400m US lawsuit,"Sat, 30 Apr 2022 22:43:13 GMT",https://www.bbc.co.uk/news/world-africa-61288030,https://www.bbc.co.uk/news/world-africa-61288030?at_medium=RSS&at_campaign=KARANGA,Paul Rusesabagina's family accuse the Rwandan government of abduction and torture.,0,0
Buyers revive interest in city flats after return to office,"Sat, 30 Apr 2022 23:31:28 GMT",https://www.bbc.co.uk/news/business-61270687,https://www.bbc.co.uk/news/business-61270687?at_medium=RSS&at_campaign=KARANGA,"Interest in flats is overtaking demand for terraced homes with the return to office work, research suggests.",0,0
Katie Taylor v Amanda Serrano: Taylor retains lightweight world titles with split-decision points win,"Sun, 01 May 2022 03:45:38 GMT",https://www.bbc.co.uk/sport/boxing/61263902,https://www.bbc.co.uk/sport/boxing/61263902?at_medium=RSS&at_campaign=KARANGA,Katie Taylor edges Amanda Serrano on points with a split-decision win in an instant classic at Madison Square Garden in New York.,0,0
Germany takes Italy to UN court over Nazi-era compensation claims,"Sat, 30 Apr 2022 15:26:51 GMT",https://www.bbc.co.uk/news/world-europe-61285285,https://www.bbc.co.uk/news/world-europe-61285285?at_medium=RSS&at_campaign=KARANGA,Germany wants to stop property it owns in Italy being seized to finance compensation for Nazi war crimes,0,0
Guinea to move to civilian rule in three years,"Sun, 01 May 2022 02:31:02 GMT",https://www.bbc.co.uk/news/world-africa-61288641,https://www.bbc.co.uk/news/world-africa-61288641?at_medium=RSS&at_campaign=KARANGA,"The military junta, which took power in a coup last year, gives a timeline for civilian rule.",0,0
Sri Lanka hikes price of medicines 40% amid economic crisis,"Sat, 30 Apr 2022 18:58:28 GMT",https://www.bbc.co.uk/news/world-asia-61285290,https://www.bbc.co.uk/news/world-asia-61285290?at_medium=RSS&at_campaign=KARANGA,"Prices rise 40% as an economic crisis bites, leaving some Sri Lankans cutting short treatments.",1,1
Falklands War veterans mark 40th anniversary of RAF raid,"Sat, 30 Apr 2022 15:00:46 GMT",https://www.bbc.co.uk/news/uk-england-lincolnshire-61283828,https://www.bbc.co.uk/news/uk-england-lincolnshire-61283828?at_medium=RSS&at_campaign=KARANGA,Vulcan bombers from RAF Waddington carried out the attack on the airport at Port Stanley in 1982.,0,0
Ancient trees dedicated to Queen for Platinum Jubilee,"Sat, 30 Apr 2022 23:23:47 GMT",https://www.bbc.co.uk/news/uk-61286592,https://www.bbc.co.uk/news/uk-61286592?at_medium=RSS&at_campaign=KARANGA,Sir Isaac Newton's apple tree is among those included in the project launched by Prince Charles.,1,1
White House press dinner returns after two years,"Sun, 01 May 2022 02:56:36 GMT",https://www.bbc.co.uk/news/world-us-canada-61288670,https://www.bbc.co.uk/news/world-us-canada-61288670?at_medium=RSS&at_campaign=KARANGA,"The event, which Donald Trump boycotted during his presidency, had been cancelled due to Covid.",0,0
Leeds United 0-4 Manchester City: Visitors stay above title rivals Liverpool after comfortable win,"Sat, 30 Apr 2022 19:00:43 GMT",https://www.bbc.co.uk/sport/football/61198621,https://www.bbc.co.uk/sport/football/61198621?at_medium=RSS&at_campaign=KARANGA,Manchester City move back above Liverpool at the top of the Premier League after comfortably beating Leeds at Elland Road.,0,0
The Papers: 'End Commons debauchery' and Tory female MP pledge ,"Sat, 30 Apr 2022 22:11:45 GMT",https://www.bbc.co.uk/news/blogs-the-papers-61287889,https://www.bbc.co.uk/news/blogs-the-papers-61287889?at_medium=RSS&at_campaign=KARANGA,The fallout from an MP's resignation over watching pornography in Parliament dominates the Sunday papers.,0,0
Megayachts and oligarchs: âWeâre scared of getting close to wrong moneyâ,"Sat, 30 Apr 2022 23:08:15 GMT",https://www.bbc.co.uk/news/world-us-canada-61047921,https://www.bbc.co.uk/news/world-us-canada-61047921?at_medium=RSS&at_campaign=KARANGA,"As the West goes after the assets of Russian oligarchs, the ripples are being felt across the industry.",0,0
Ros Atkins onâ¦ Chinaâs zero-Covid lockdowns,"Sat, 30 Apr 2022 23:01:11 GMT",https://www.bbc.co.uk/news/world-asia-china-61262757,https://www.bbc.co.uk/news/world-asia-china-61262757?at_medium=RSS&at_campaign=KARANGA,Ros Atkins looks at why the Chinese government remains committed to its policy of eliminating all outbreaks of coronavirus.,1,1
Asylum in Denmark: Is the country guilty of double standards?,"Sat, 30 Apr 2022 23:01:18 GMT",https://www.bbc.co.uk/news/world-europe-61273433,https://www.bbc.co.uk/news/world-europe-61273433?at_medium=RSS&at_campaign=KARANGA,"As thousands of Ukrainians are welcomed, the government plans to reduce the number of non-European refugees.",1,1
Climate change: How can I deal with my eco-anxiety?,"Sat, 30 Apr 2022 23:01:13 GMT",https://www.bbc.co.uk/news/science-environment-61265222,https://www.bbc.co.uk/news/science-environment-61265222?at_medium=RSS&at_campaign=KARANGA,Rachel Hurst is a student at the University of East Anglia helping others to address their climate anxieties.,1,1
'My three naughty lambs are just like toddlers',"Sat, 30 Apr 2022 23:01:16 GMT",https://www.bbc.co.uk/news/uk-england-nottinghamshire-61237488,https://www.bbc.co.uk/news/uk-england-nottinghamshire-61237488?at_medium=RSS&at_campaign=KARANGA,"The lambs are living in Rebecca Bradley's house, until they can move to a school farm.",1,1
"Angelina Jolie visits cafe in Lviv, Ukraine","Sat, 30 Apr 2022 15:52:17 GMT",https://www.bbc.co.uk/news/world-europe-61286258,https://www.bbc.co.uk/news/world-europe-61286258?at_medium=RSS&at_campaign=KARANGA,Hollywood A-lister Angelina Jolie was spotted in a cafe during a trip to Ukraine to meet the child victims of the war.,1,1
"'I beat my addiction, but alcoholism killed my son'","Sat, 30 Apr 2022 23:14:52 GMT",https://www.bbc.co.uk/news/uk-scotland-glasgow-west-61274092,https://www.bbc.co.uk/news/uk-scotland-glasgow-west-61274092?at_medium=RSS&at_campaign=KARANGA,Fred Parry has called for better access to recovery services in Scotland after his son died aged 32.,1,1
Elections 2022: Can Labour win back trust in West Bromwich?,"Sat, 30 Apr 2022 23:12:42 GMT",https://www.bbc.co.uk/news/uk-england-birmingham-61273137,https://www.bbc.co.uk/news/uk-england-birmingham-61273137?at_medium=RSS&at_campaign=KARANGA,"After a year of political turmoil, will voters in Sandwell head to the polling booths?",1,1
Elections 2022: How are local councils tackling climate change?,"Sat, 30 Apr 2022 23:14:15 GMT",https://www.bbc.co.uk/news/explainers-61066698,https://www.bbc.co.uk/news/explainers-61066698?at_medium=RSS&at_campaign=KARANGA,"Local elections are taking place next week, and councils' plans for the environment are under the spotlight.",0,0
The tiny Hertfordshire primary school too small to survive,"Sat, 30 Apr 2022 23:16:26 GMT",https://www.bbc.co.uk/news/uk-england-beds-bucks-herts-61228182,https://www.bbc.co.uk/news/uk-england-beds-bucks-herts-61228182?at_medium=RSS&at_campaign=KARANGA,"While the government pledges support, school leaders warn the future of small schools is uncertain.",1,1
Leeds 0-4 Manchester City: Premier League title race down to who blinks first,"Sat, 30 Apr 2022 20:25:57 GMT",https://www.bbc.co.uk/sport/football/61287631,https://www.bbc.co.uk/sport/football/61287631?at_medium=RSS&at_campaign=KARANGA,"The Premier League title race is now down to who blinks first, and Manchester City showed the nerve and quality of champions who have been over this course before against Leeds United.",1,1
Katie Taylor v Amanda Serrano: Pundits' and pros' predictions for momentous world title fight,"Sat, 30 Apr 2022 06:45:49 GMT",https://www.bbc.co.uk/sport/boxing/61239059,https://www.bbc.co.uk/sport/boxing/61239059?at_medium=RSS&at_campaign=KARANGA,Will Katie Taylor remain undefeated or can Puerto Rican star Amanda Serrano strip the Irishwoman of her undisputed lightweight title?,0,0
World Snooker Championship 2022: Ronnie O'Sullivan books final place against Judd Trump,"Sat, 30 Apr 2022 20:01:28 GMT",https://www.bbc.co.uk/sport/snooker/61279853,https://www.bbc.co.uk/sport/snooker/61279853?at_medium=RSS&at_campaign=KARANGA,Ronnie O'Sullivan claims a comfortable 17-11 win over John Higgins to book his place in the World Championship final against Judd Trump.,1,1
Newcastle 0-1 Liverpool: 'Role model' James Milner underlines strength in depth,"Sat, 30 Apr 2022 18:05:58 GMT",https://www.bbc.co.uk/sport/football/61284990,https://www.bbc.co.uk/sport/football/61284990?at_medium=RSS&at_campaign=KARANGA,James Milner's 'outstanding' display against Newcastle highlighted the quality of Liverpool's strength in depth - and that may serve them well in their hunt for a quadruple.,0,0
"Women's Six Nations 2022: 'Our journey hasn't finished', says England captain Sarah Hunter","Sat, 30 Apr 2022 19:03:57 GMT",https://www.bbc.co.uk/sport/rugby-union/61286570,https://www.bbc.co.uk/sport/rugby-union/61286570?at_medium=RSS&at_campaign=KARANGA,England will not reflect on their Women's Six Nations Grand Slam for long with the World Cup around the corner.,0,0
MOTD analysis: Should Aston Villa sign Philippe Coutinho permanently?,"Sat, 30 Apr 2022 22:43:51 GMT",https://www.bbc.co.uk/sport/av/football/61288112,https://www.bbc.co.uk/sport/av/football/61288112?at_medium=RSS&at_campaign=KARANGA,Match of the Day's Jermaine Jenas and Danny Murphy discuss Philippe Coutinho's impact at Aston Villa and whether the club should sign him on a permanent basis.,0,0
"Celtic v Rangers: Ibrox side must 'go all out' for win, says Van Bronckhorst","Sat, 30 Apr 2022 17:33:25 GMT",https://www.bbc.co.uk/sport/football/61203308,https://www.bbc.co.uk/sport/football/61203308?at_medium=RSS&at_campaign=KARANGA,"Giovanni van Bronckhorst says Rangers will ""go all out"" for Old Firm victory as they try to derail Celtic's pursuit of the Scottish Premiership title.",1,1
WSL: Manchester City 7-2 Brighton highlights,"Sat, 30 Apr 2022 23:00:28 GMT",https://www.bbc.co.uk/sport/av/football/61287193,https://www.bbc.co.uk/sport/av/football/61287193?at_medium=RSS&at_campaign=KARANGA,Watch highlights as Khadija Shaw scores four goals for Manchester City during their 7-2 win over Brighton & Hove Albion.,1,1
Ukraine war: Resistance to Russian rouble in Kherson,"Sun, 01 May 2022 00:00:42 GMT",https://www.bbc.co.uk/news/world-europe-61286505,https://www.bbc.co.uk/news/world-europe-61286505?at_medium=RSS&at_campaign=KARANGA,Russian forces say the currency will be used there from Sunday. But many residents have other ideas.,0,0
"Ukraine round-up: Russia ramping up attacks in east, officials warn","Sat, 30 Apr 2022 20:25:31 GMT",https://www.bbc.co.uk/news/world-europe-61284481,https://www.bbc.co.uk/news/world-europe-61284481?at_medium=RSS&at_campaign=KARANGA,"On day 66 of the Ukraine invasion, officials warn of a renewed Russian push.",0,0
Mariupol civilians taken to both sides' territory,"Sun, 01 May 2022 23:29:13 GMT",https://www.bbc.co.uk/news/world-europe-61292951,https://www.bbc.co.uk/news/world-europe-61292951?at_medium=RSS&at_campaign=KARANGA,"Trapped for months, dozens of people have now been taken to both Ukraine-held and Russia-held territory.",0,0
Cancer checks: Record number of patients referred in England,"Sun, 01 May 2022 23:11:00 GMT",https://www.bbc.co.uk/news/health-61293980,https://www.bbc.co.uk/news/health-61293980?at_medium=RSS&at_campaign=KARANGA,Figures from NHS England show 2.7million referrals were made for suspected cancer in the last year.,1,1
Andy Murray 'not supportive' of Wimbledon ban of Russian players but has no 'right answer',"Sun, 01 May 2022 23:35:54 GMT",https://www.bbc.co.uk/sport/tennis/61293193,https://www.bbc.co.uk/sport/tennis/61293193?at_medium=RSS&at_campaign=KARANGA,"Andy Murray says he is ""not supportive"" of players from Russia and Belarus being banned from Wimbledon but adds that there is no ""right answer"" on the issue.",1,1
Qantas promises direct flights from Sydney to London and New York,"Mon, 02 May 2022 02:36:30 GMT",https://www.bbc.co.uk/news/world-australia-61294894,https://www.bbc.co.uk/news/world-australia-61294894?at_medium=RSS&at_campaign=KARANGA,Australia's carrier says its new fleet will be capable of direct flights to any city in the world.,0,0
Netflix cancels Meghan Markle animated series Pearl,"Mon, 02 May 2022 02:47:41 GMT",https://www.bbc.co.uk/news/business-61294978,https://www.bbc.co.uk/news/business-61294978?at_medium=RSS&at_campaign=KARANGA,The announcement comes as the streaming giant makes cost cuts after subscriber numbers fell.,0,0
Border Force intercepts 'hundreds of migrants' in Channel,"Mon, 02 May 2022 00:44:24 GMT",https://www.bbc.co.uk/news/uk-england-kent-61293693,https://www.bbc.co.uk/news/uk-england-kent-61293693?at_medium=RSS&at_campaign=KARANGA,It is thought to have been the first time there have been Channel crossings in 11 days.,1,1
"Philippines fire kills eight, including children","Mon, 02 May 2022 04:44:15 GMT",https://www.bbc.co.uk/news/world-asia-61295550,https://www.bbc.co.uk/news/world-asia-61295550?at_medium=RSS&at_campaign=KARANGA,The blaze destroyed 80 homes after tearing through a crowded settlement near the capital Manila.,1,1
"Falklands War remains 'an open wound' in Argentina, says ambassador","Mon, 02 May 2022 02:27:58 GMT",https://www.bbc.co.uk/news/uk-61294958,https://www.bbc.co.uk/news/uk-61294958?at_medium=RSS&at_campaign=KARANGA,"The conflict is a ""deeply emotional issue"" for politicians and the public at home, the diplomat says.",0,0
New Zealand reopens to tourists after two-year pandemic lockout,"Mon, 02 May 2022 04:40:28 GMT",https://www.bbc.co.uk/news/world-asia-61294988,https://www.bbc.co.uk/news/world-asia-61294988?at_medium=RSS&at_campaign=KARANGA,Visitors from 60 countries can now enter the Pacific nation which had sealed its borders since March 2020.,1,1
Free-range eggs return as hens are allowed back outside,"Sun, 01 May 2022 23:00:52 GMT",https://www.bbc.co.uk/news/business-61275750,https://www.bbc.co.uk/news/business-61275750?at_medium=RSS&at_campaign=KARANGA,People can again buy free-range eggs after measures to control a bird flu outbreak were relaxed.,1,1
Alabama hunt for missing prison inmate and guard,"Mon, 02 May 2022 01:41:24 GMT",https://www.bbc.co.uk/news/world-us-canada-61294585,https://www.bbc.co.uk/news/world-us-canada-61294585?at_medium=RSS&at_campaign=KARANGA,"Charged with murder, officials warn the prisoner is considered ""armed and extremely dangerous"".",1,1
"Dutch boy, 4, takes mother's car for a joyride","Sun, 01 May 2022 22:04:45 GMT",https://www.bbc.co.uk/news/world-europe-61294584,https://www.bbc.co.uk/news/world-europe-61294584?at_medium=RSS&at_campaign=KARANGA,"Despite crashing into two parked cars, no one was hurt in the youngster's early morning escapade.",0,0
The Papers: 'Record cancer backlog' and Charlotte turns seven,"Mon, 02 May 2022 03:49:23 GMT",https://www.bbc.co.uk/news/blogs-the-papers-61294544,https://www.bbc.co.uk/news/blogs-the-papers-61294544?at_medium=RSS&at_campaign=KARANGA,Problems with NHS cancer care and celebrations of Princess Charlotte's birthday feature in the front pages.,1,1
'The Down Syndrome Act means so much to me',"Sun, 01 May 2022 23:01:12 GMT",https://www.bbc.co.uk/news/uk-england-london-61277596,https://www.bbc.co.uk/news/uk-england-london-61277596?at_medium=RSS&at_campaign=KARANGA,Families have been working together to bring about change for people with Down's syndrome.,0,0
Princess Charlotte's seventh birthday marked with photos,"Sun, 01 May 2022 21:30:07 GMT",https://www.bbc.co.uk/news/uk-61292293,https://www.bbc.co.uk/news/uk-61292293?at_medium=RSS&at_campaign=KARANGA,They have been taken by the Duchess of Cambridge and released ahead of Charlotte's seventh birthday.,1,1
New 3D female anatomy model used to better treat women,"Sun, 01 May 2022 16:00:01 GMT",https://www.bbc.co.uk/news/uk-61258731,https://www.bbc.co.uk/news/uk-61258731?at_medium=RSS&at_campaign=KARANGA,A new 3D female anatomy model is being used to teach first year medical students.,1,1
General Belgrano: The opera singer who survived the sinking of the Argentine cruiser,"Sun, 01 May 2022 23:01:02 GMT",https://www.bbc.co.uk/news/stories-61272009,https://www.bbc.co.uk/news/stories-61272009?at_medium=RSS&at_campaign=KARANGA,"In May 1982, the Argentine cruiser the General Belgrano was sunk by British torpedoes during the war over the Falkland or Malvinas Islands.",0,0
